question,answer
What is the fractional unit of the currency Tuvaluan dollar from Tuvalu?,Cent
What is the fractional unit of the currency United States dollar from Panama?,Cent
What is the fractional unit of the currency Bolivian boliviano from Bolivia?,Centavo
What is the fractional unit of the currency Kiribati dollar[E] from Kiribati?,Cent
What is the fractional unit of the currency Tongan paʻanga[O] from Tonga?,Seniti
What is the fractional unit of the currency Sterling from Saint Helena?,Penny
What is the fractional unit of the currency Burundian franc from Burundi?,Centime
What is the fractional unit of the currency Jordanian dinar from Palestine[K]?,Piastre[J]
What is the fractional unit of the currency Hong Kong dollar from Hong Kong?,Cent
What is the fractional unit of the currency Tunisian dinar from Tunisia?,Millime
What is the fractional unit of the currency Euro from Italy?,Cent
What is the fractional unit of the currency Bolivian boliviano from Bolivia?,Centavo
What is the fractional unit of the currency Euro from Cyprus?,Cent
What is the fractional unit of the currency Central African CFA franc from Cameroon?,Centime
What is the fractional unit of the currency Mauritian rupee from Mauritius?,Cent
What is the fractional unit of the currency Mexican peso from Mexico?,Centavo
What is the fractional unit of the currency Danish krone from Greenland?,Øre
What is the fractional unit of the currency Central African CFA franc from Equatorial Guinea?,Centime
What is the fractional unit of the currency Turkish lira from Turkey?,Kuruş
What is the fractional unit of the currency Norwegian krone from Norway?,Øre
What is the fractional unit of the currency Kuwaiti dinar from Kuwait?,Fils
What is the fractional unit of the currency Euro from Slovakia?,Cent
What is the fractional unit of the currency Sterling from South Georgia and the South Sandwich Islands?,Penny
What is the fractional unit of the currency Swiss franc from Liechtenstein?,Rappen
What is the fractional unit of the currency Barbadian dollar from Barbados?,Cent
What is the fractional unit of the currency Jamaican dollar from Jamaica?,Cent
What is the fractional unit of the currency Sterling from Gibraltar?,Penny
What is the fractional unit of the currency Ethiopian birr from Ethiopia?,Santim
What is the fractional unit of the currency Egyptian pound from Palestine[K]?,Piastre[B]
What is the fractional unit of the currency Guernsey pound from Bailiwick of Guernsey?,Penny
What is the fractional unit of the currency Euro from Estonia?,Cent
What is the fractional unit of the currency Solomon Islands dollar from Solomon Islands?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Grenada?,Cent
What is the fractional unit of the currency Sterling from South Georgia and the South Sandwich Islands?,Penny
What is the fractional unit of the currency Euro from Ireland?,Cent
What is the fractional unit of the currency Somali shilling from Somalia?,Cent
What is the fractional unit of the currency United States dollar from Palau?,Cent
What is the fractional unit of the currency New Zealand dollar from Cook Islands?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Montserrat?,Cent
What is the fractional unit of the currency Egyptian pound from Palestine[K]?,Piastre[B]
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham
What is the fractional unit of the currency Guatemalan quetzal from Guatemala?,Centavo
What is the fractional unit of the currency Turkmenistani manat from Turkmenistan?,Tenge
What is the fractional unit of the currency Israeli new shekel from Israel?,Agora
What is the fractional unit of the currency Kuwaiti dinar from Kuwait?,Fils
What is the fractional unit of the currency Ghanaian cedi from Ghana?,Pesewa
What is the fractional unit of the currency Central African CFA franc from Equatorial Guinea?,Centime
What is the fractional unit of the currency Sterling from Bailiwick of Guernsey?,Penny
What is the fractional unit of the currency Euro from Akrotiri and Dhekelia?,Cent
What is the fractional unit of the currency Canadian dollar from Canada?,Cent
What is the fractional unit of the currency Renminbi from China?,Jiao[I]
What is the fractional unit of the currency Burundian franc from Burundi?,Centime
What is the fractional unit of the currency Saint Helena pound from Ascension Island?,Penny
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham
What is the fractional unit of the currency Yemeni rial from Yemen?,Fils
What is the fractional unit of the currency Eastern Caribbean dollar from Anguilla?,Cent
What is the fractional unit of the currency West African CFA franc from Côte d'Ivoire?,Centime
What is the fractional unit of the currency Sterling from Saint Helena?,Penny
What is the fractional unit of the currency United States dollar[G] from Saba?,Cent
What is the fractional unit of the currency Venezuelan digital bolívar from Venezuela?,Céntimo
What is the fractional unit of the currency Aruban florin from Aruba?,Cent
What is the fractional unit of the currency South African rand from Eswatini?,Cent
What is the fractional unit of the currency Cape Verdean escudo from Cape Verde?,Centavo
What is the fractional unit of the currency Philippine peso from Philippines?,Sentimo
What is the fractional unit of the currency Swiss franc from Switzerland?,Rappen[N]
What is the fractional unit of the currency Eritrean nakfa from Eritrea?,Cent
What is the fractional unit of the currency United States dollar from Panama?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Grenada?,Cent
What is the fractional unit of the currency Malagasy ariary from Madagascar?,Iraimbilanja
What is the fractional unit of the currency Nepalese rupee from Nepal?,Paisa
What is the fractional unit of the currency Belize dollar from Belize?,Cent
What is the fractional unit of the currency Swiss franc from Switzerland?,Rappen[N]
What is the fractional unit of the currency United States dollar from Liberia?,Cent
What is the fractional unit of the currency New Zealand dollar from New Zealand?,Cent
What is the fractional unit of the currency Yemeni rial from Yemen?,Fils
What is the fractional unit of the currency Euro from Montenegro?,Cent
What is the fractional unit of the currency Gibraltar pound from Gibraltar?,Penny
What is the fractional unit of the currency Euro from Kosovo?,Cent
What is the fractional unit of the currency Mauritanian ouguiya from Mauritania?,Khoums
What is the fractional unit of the currency South Sudanese pound from South Sudan?,Piaster
What is the fractional unit of the currency São Tomé and Príncipe dobra from São Tomé and Príncipe?,Cêntimo
What is the fractional unit of the currency Australian dollar from Nauru?,Cent
What is the fractional unit of the currency Albanian lek from Albania?,Qintar
What is the fractional unit of the currency Indonesian rupiah from Indonesia?,Sen
What is the fractional unit of the currency Eastern Caribbean dollar from Grenada?,Cent
What is the fractional unit of the currency Cook Islands dollar from Cook Islands?,Cent
What is the fractional unit of the currency United Arab Emirates dirham from United Arab Emirates?,Fils
What is the fractional unit of the currency Turkish lira from Northern Cyprus?,Kuruş
What is the fractional unit of the currency Bulgarian lev from Bulgaria?,Stotinka
"What is the fractional unit of the currency Central African CFA franc from Congo, Republic of the?",Centime
What is the fractional unit of the currency Vietnamese đồng from Vietnam?,Hào[P]
What is the fractional unit of the currency Malawian kwacha from Malawi?,Tambala
What is the fractional unit of the currency West African CFA franc from Benin?,Centime
What is the fractional unit of the currency Rwandan franc from Rwanda?,Centime
What is the fractional unit of the currency Tajikistani somoni from Tajikistan?,Diram
What is the fractional unit of the currency Transnistrian ruble from Transnistria?,Kopeck
What is the fractional unit of the currency Sterling from Falkland Islands?,Penny
What is the fractional unit of the currency United States dollar[G] from Sint Eustatius?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Montserrat?,Cent
What is the fractional unit of the currency Bulgarian lev from Bulgaria?,Stotinka
What is the fractional unit of the currency Sterling from South Georgia and the South Sandwich Islands?,Penny
"What is the fractional unit of the currency Gambian dalasi from Gambia, The?",Butut
What is the fractional unit of the currency Ukrainian hryvnia from Ukraine?,Kopeck
What is the fractional unit of the currency Samoan tālā from Samoa?,Sene
What is the fractional unit of the currency Jersey pound from Jersey?,Penny
What is the fractional unit of the currency Gibraltar pound from Gibraltar?,Penny
What is the fractional unit of the currency Saudi riyal from Saudi Arabia?,Halala
What is the fractional unit of the currency Cook Islands dollar from Cook Islands?,Cent
What is the fractional unit of the currency Panamanian balboa from Panama?,Centésimo
What is the fractional unit of the currency Euro from Austria?,Cent
What is the fractional unit of the currency Trinidad and Tobago dollar from Trinidad and Tobago?,Cent
What is the fractional unit of the currency Uruguayan peso from Uruguay?,Centésimo
What is the fractional unit of the currency United States dollar from Turks and Caicos Islands?,Cent
What is the fractional unit of the currency Costa Rican colón from Costa Rica?,Céntimo
What is the fractional unit of the currency Guyanese dollar from Guyana?,Cent
What is the fractional unit of the currency Tuvaluan dollar from Tuvalu?,Cent
What is the fractional unit of the currency Australian dollar from Nauru?,Cent
What is the fractional unit of the currency Euro from Luxembourg?,Cent
What is the fractional unit of the currency Angolan kwanza from Angola?,Cêntimo
What is the fractional unit of the currency Peruvian sol from Peru?,Céntimo
What is the fractional unit of the currency Eastern Caribbean dollar from Anguilla?,Cent
What is the fractional unit of the currency Turkmenistani manat from Turkmenistan?,Tenge
What is the fractional unit of the currency Brunei dollar from Singapore[M]?,Sen
What is the fractional unit of the currency Surinamese dollar from Suriname?,Cent
What is the fractional unit of the currency Venezuelan sovereign bolívar from Venezuela?,Céntimo
What is the fractional unit of the currency Seychellois rupee from Seychelles?,Cent
What is the fractional unit of the currency Saint Helena pound from Ascension Island?,Penny
What is the fractional unit of the currency United States dollar from Turks and Caicos Islands?,Cent
What is the fractional unit of the currency Moroccan dirham from Sahrawi Republic[L]?,Centime
What is the fractional unit of the currency Philippine peso from Philippines?,Sentimo
What is the fractional unit of the currency United States dollar[G] from Bonaire?,Cent
What is the fractional unit of the currency Aruban florin from Aruba?,Cent
What is the fractional unit of the currency Hungarian forint from Hungary?,Fillér
What is the fractional unit of the currency São Tomé and Príncipe dobra from São Tomé and Príncipe?,Cêntimo
What is the fractional unit of the currency South African rand from Eswatini?,Cent
What is the fractional unit of the currency Nepalese rupee from Nepal?,Paisa
What is the fractional unit of the currency Ukrainian hryvnia from Ukraine?,Kopeck
What is the fractional unit of the currency United States dollar from United States?,Cent[A]
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Lucia?,Cent
What is the fractional unit of the currency Liberian dollar from Liberia?,Cent
What is the fractional unit of the currency Albanian lek from Albania?,Qintar
What is the fractional unit of the currency Honduran lempira from Honduras?,Centavo
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham
What is the fractional unit of the currency South African rand from South Africa?,Cent
"What is the fractional unit of the currency Gambian dalasi from Gambia, The?",Butut
What is the fractional unit of the currency Japanese yen from Japan?,Sen[C]
What is the fractional unit of the currency Ukrainian hryvnia from Ukraine?,Kopeck
What is the fractional unit of the currency Transnistrian ruble from Transnistria?,Kopeck
What is the fractional unit of the currency Belarusian ruble from Belarus?,Kopeck
What is the fractional unit of the currency Argentine peso from Argentina?,Centavo
What is the fractional unit of the currency Malaysian ringgit from Malaysia?,Sen
What is the fractional unit of the currency Egyptian pound from Egypt?,Piastre[B]
What is the fractional unit of the currency Euro from Greece?,Cent
What is the fractional unit of the currency Australian dollar from Nauru?,Cent
What is the fractional unit of the currency Somaliland shilling from Somaliland?,Cent
What is the fractional unit of the currency Japanese yen from Japan?,Sen[C]
What is the fractional unit of the currency Euro from Montenegro?,Cent
What is the fractional unit of the currency United States dollar from United States?,Cent[A]
What is the fractional unit of the currency Caribbean guilder from Curaçao?,Cent
What is the fractional unit of the currency Danish krone from Denmark?,Øre
What is the fractional unit of the currency Polish złoty from Poland?,Grosz
What is the fractional unit of the currency Euro from Andorra?,Cent
What is the fractional unit of the currency Philippine peso from Philippines?,Sentimo
What is the fractional unit of the currency Jordanian dinar from Jordan?,Piastre[J]
What is the fractional unit of the currency West African CFA franc from Niger?,Centime
What is the fractional unit of the currency Moldovan leu from Moldova?,Ban
What is the fractional unit of the currency Eastern Caribbean dollar from Antigua and Barbuda?,Cent
What is the fractional unit of the currency New Zealand dollar from Cook Islands?,Cent
What is the fractional unit of the currency Transnistrian ruble from Transnistria?,Kopeck
What is the fractional unit of the currency Saint Helena pound from Ascension Island?,Penny
What is the fractional unit of the currency Swedish krona from Sweden?,Öre
What is the fractional unit of the currency Nigerian naira from Nigeria?,Kobo
What is the fractional unit of the currency Bermudian dollar from Bermuda?,Cent
"What is the fractional unit of the currency North Korean won from Korea, North?",Chon
What is the fractional unit of the currency Japanese yen from Japan?,Sen[C]
What is the fractional unit of the currency Seychellois rupee from Seychelles?,Cent
What is the fractional unit of the currency Mozambican metical from Mozambique?,Centavo
What is the fractional unit of the currency Solomon Islands dollar from Solomon Islands?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Kitts and Nevis?,Cent
What is the fractional unit of the currency Caribbean guilder from Sint Maarten?,Cent
What is the fractional unit of the currency Euro from Italy?,Cent
What is the fractional unit of the currency Nigerian naira from Nigeria?,Kobo
What is the fractional unit of the currency Lesotho loti from Lesotho?,Sente
What is the fractional unit of the currency Polish złoty from Poland?,Grosz
What is the fractional unit of the currency South African rand from South Africa?,Cent
What is the fractional unit of the currency Afghan afghani from Afghanistan?,Pul
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa
What is the fractional unit of the currency Falkland Islands pound from Falkland Islands?,Penny
What is the fractional unit of the currency Euro from Italy?,Cent
What is the fractional unit of the currency United States dollar from Micronesia?,Cent
What is the fractional unit of the currency Australian dollar from Kiribati?,Cent
What is the fractional unit of the currency Moroccan dirham from Sahrawi Republic[L]?,Centime
What is the fractional unit of the currency Euro from Luxembourg?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Vincent and the Grenadines?,Cent
What is the fractional unit of the currency Eritrean nakfa from Eritrea?,Cent
What is the fractional unit of the currency Tunisian dinar from Tunisia?,Millime
What is the fractional unit of the currency Malagasy ariary from Madagascar?,Iraimbilanja
What is the fractional unit of the currency Sterling from Saint Helena?,Penny
What is the fractional unit of the currency Papua New Guinean kina from Papua New Guinea?,Toea
What is the fractional unit of the currency Tajikistani somoni from Tajikistan?,Diram
What is the fractional unit of the currency United States dollar from Ecuador?,Centavo
What is the fractional unit of the currency Bosnia and Herzegovina convertible mark from Bosnia and Herzegovina?,Fening
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa
What is the fractional unit of the currency United States dollar[G] from Sint Eustatius?,Cent
What is the fractional unit of the currency Transnistrian ruble from Transnistria?,Kopeck
What is the fractional unit of the currency South African rand from Eswatini?,Cent
What is the fractional unit of the currency Botswana pula from Botswana?,Thebe
What is the fractional unit of the currency Lebanese pound from Lebanon?,Piastre
What is the fractional unit of the currency Papua New Guinean kina from Papua New Guinea?,Toea
What is the fractional unit of the currency Kyrgyz som from Kyrgyzstan?,Tyiyn
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny
What is the fractional unit of the currency Euro from Italy?,Cent
What is the fractional unit of the currency Sterling from Falkland Islands?,Penny
What is the fractional unit of the currency Turkish lira from Northern Cyprus?,Kuruş
What is the fractional unit of the currency Pakistani rupee from Pakistan?,Paisa
What is the fractional unit of the currency Sterling from Saint Helena?,Penny
What is the fractional unit of the currency West African CFA franc from Mali?,Centime
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Lucia?,Cent
What is the fractional unit of the currency Solomon Islands dollar from Solomon Islands?,Cent
What is the fractional unit of the currency Jamaican dollar from Jamaica?,Cent
What is the fractional unit of the currency CFP franc from New Caledonia?,Centime
What is the fractional unit of the currency Hungarian forint from Hungary?,Fillér
What is the fractional unit of the currency Swiss franc from Liechtenstein?,Rappen
What is the fractional unit of the currency Egyptian pound from Egypt?,Piastre[B]
What is the fractional unit of the currency Euro from Slovenia?,Cent
What is the fractional unit of the currency Turkish lira from Northern Cyprus?,Kuruş
What is the fractional unit of the currency Malaysian ringgit from Malaysia?,Sen
What is the fractional unit of the currency Central African CFA franc from Central African Republic?,Centime
What is the fractional unit of the currency Ukrainian hryvnia from Ukraine?,Kopeck
What is the fractional unit of the currency Indian rupee from India?,Paisa
What is the fractional unit of the currency Guernsey pound from Bailiwick of Guernsey?,Penny
What is the fractional unit of the currency Gibraltar pound from Gibraltar?,Penny
What is the fractional unit of the currency Australian dollar from Tuvalu?,Cent
What is the fractional unit of the currency Israeli new shekel from Palestine[K]?,Agora
What is the fractional unit of the currency Dominican peso from Dominican Republic?,Centavo
What is the fractional unit of the currency Kuwaiti dinar from Kuwait?,Fils
What is the fractional unit of the currency Algerian dinar from Algeria?,Centime
What is the fractional unit of the currency Mexican peso from Mexico?,Centavo
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Vincent and the Grenadines?,Cent
What is the fractional unit of the currency New Zealand dollar from Pitcairn Islands?,Cent
What is the fractional unit of the currency Ukrainian hryvnia from Ukraine?,Kopeck
What is the fractional unit of the currency Indian rupee from India?,Paisa
What is the fractional unit of the currency Singapore dollar from Singapore[M]?,Cent
What is the fractional unit of the currency Vietnamese đồng from Vietnam?,Hào[P]
What is the fractional unit of the currency Sahrawi peseta from Sahrawi Republic[L]?,Centime
What is the fractional unit of the currency Pitcairn Islands dollar[E] from Pitcairn Islands?,Cent
What is the fractional unit of the currency West African CFA franc from Côte d'Ivoire?,Centime
What is the fractional unit of the currency United States dollar from Micronesia?,Cent
What is the fractional unit of the currency Bermudian dollar from Bermuda?,Cent
What is the fractional unit of the currency CFP franc from Wallis and Futuna?,Centime
What is the fractional unit of the currency Kyrgyz som from Kyrgyzstan?,Tyiyn
What is the fractional unit of the currency Singapore dollar from Brunei[H]?,Cent
What is the fractional unit of the currency Eastern Caribbean dollar from Dominica?,Cent
What is the fractional unit of the currency Euro from Portugal?,Cent
What is the fractional unit of the currency Costa Rican colón from Costa Rica?,Céntimo
What is the fractional unit of the currency Singapore dollar from Singapore[M]?,Cent
What is the fractional unit of the currency Ghanaian cedi from Ghana?,Pesewa
What is the fractional unit of the currency Bolivian boliviano from Bolivia?,Centavo
What is the fractional unit of the currency Afghan afghani from Afghanistan?,Pul
What is the fractional unit of the currency Euro from Slovakia?,Cent
What is the fractional unit of the currency United States dollar from Panama?,Cent
What is the fractional unit of the currency Central African CFA franc from Gabon?,Centime
What is the fractional unit of the currency Guinean franc from Guinea?,Centime
What is the fractional unit of the currency Guyanese dollar from Guyana?,Cent
What is the fractional unit of the currency Maldivian rufiyaa from Maldives?,Laari
What is the fractional unit of the currency Syrian pound from Syria?,Piastre
What is the fractional unit of the currency United States dollar[G] from Sint Eustatius?,Cent
What is the fractional unit of the currency West African CFA franc from Senegal?,Centime
What is the fractional unit of the currency Belarusian ruble from Belarus?,Kopeck
What is the fractional unit of the currency Guatemalan quetzal from Guatemala?,Centavo
What is the fractional unit of the currency South African rand from Namibia?,Cent
What is the fractional unit of the currency Euro from Vatican City?,Cent
What is the fractional unit of the currency Eritrean nakfa from Eritrea?,Cent
What is the fractional unit of the currency Niue dollar[E] from Niue?,Cent
What is the fractional unit of the currency New Zealand dollar from New Zealand?,Cent
What is the fractional unit of the currency Bermudian dollar from Bermuda?,Cent
What is the fractional unit of the currency Euro from Ireland?,Cent
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham
What is the fractional unit of the currency New Zealand dollar from Pitcairn Islands?,Cent
What is the fractional unit of the currency South African rand from Namibia?,Cent
What is the fractional unit of the currency Dominican peso from Dominican Republic?,Centavo
What is the fractional unit of the currency Euro from Malta?,Cent
What is the fractional unit of the currency Danish krone from Denmark?,Øre
What is the fractional unit of the currency Colombian peso from Colombia?,Centavo
What is the fractional unit of the currency Euro from Slovakia?,Cent
What is the fractional unit of the currency West African CFA franc from Mali?,Centime
What is the fractional unit of the currency Ethiopian birr from Ethiopia?,Santim
"What is the fractional unit of the currency South Korean won from Korea, South?",Jeon
What is the fractional unit of the currency Malagasy ariary from Madagascar?,Iraimbilanja
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny
What is the fractional unit of the currency Paraguayan guaraní from Paraguay?,Céntimo
What is the fractional unit of the currency Venezuelan digital bolívar from Venezuela?,Céntimo
What is the fractional unit of the currency Sterling from Jersey?,Penny
What is the fractional unit of the currency Euro from Croatia?,Cent
What is the fractional unit of the currency Panamanian balboa from Panama?,Centésimo
What is the fractional unit of the currency Macanese pataca from Macau?,Avo
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa
What is the fractional unit of the currency Bosnia and Herzegovina convertible mark from Bosnia and Herzegovina?,Fening
What is the fractional unit of the currency West African CFA franc from Niger?,Centime
What is the fractional unit of the currency Philippine peso from Philippines?,Sentimo
What is the fractional unit of the currency Euro from Malta?,Cent
