question,answer
What is the ICAO code for Uşak Airport?,LTBO
What is the ICAO code for Cushing Municipal Airport?,KCUH
What is the ICAO code for Mekane Selam Airport?,HAMA
What is the ICAO code for Keetmanshoop Airport?,FYKT
What is the ICAO code for Molokai Airport?,PHMK
What is the ICAO code for Dixie Airport?,YDIX
What is the ICAO code for Kalokol Airport?,HKFG
What is the ICAO code for Mocímboa da Praia Airport?,FQMP
What is the ICAO code for Coolawanyah Station Airport?,YCWY
What is the ICAO code for Trenton Municipal Airport?,KTRX
What is the ICAO code for Palacios Airport?,MHPC
What is the ICAO code for Murcia–San Javier Airport?,LELC
What is the ICAO code for Antalya Airport?,LTAI
What is the ICAO code for Cradock Airport?,FACD
What is the ICAO code for Frank País Airport?,MUHG
What is the ICAO code for Tyler Pounds Regional Airport?,KTYR
What is the ICAO code for Guyuan Liupanshan Airport?,ZLGY
What is the ICAO code for Mafia Airport?,HTMA
What is the ICAO code for Muttaburra Airport?,YMTB
What is the ICAO code for Kansas City International Airport?,KMCI
What is the ICAO code for Salem Airport?,VOSM
What is the ICAO code for Mitchell Plateau Airport?,YMIP
What is the ICAO code for Rijeka Airport?,LDRI
What is the ICAO code for Gunnison–Crested Butte Regional Airport?,KGUC
What is the ICAO code for Moreton Airport?,YMOT
What is the ICAO code for Nartron Field?,KRCT
What is the ICAO code for Maripasoula Airport?,SOOA
What is the ICAO code for Wemindji Airport?,CYNC
What is the ICAO code for Tsetserleg Airport?,ZMTG
What is the ICAO code for Karup Airport?,EKKA
What is the ICAO code for Tok Junction Airport?,PFTO
What is the ICAO code for Yancheng Nanyang International Airport?,ZSYN
What is the ICAO code for Owatonna Degner Regional Airport?,KOWA
What is the ICAO code for Ozar Airport?,VAOZ
What is the ICAO code for Toussaint L'Ouverture International Airport?,MTPP
What is the ICAO code for RAF Honington?,EGXH
What is the ICAO code for Beni Airport?,FZNP
What is the ICAO code for Dembidolo Airport?,HADD
What is the ICAO code for Saibai Island Airport?,YSII
What is the ICAO code for Altus Air Force Base?,KLTS
What is the ICAO code for Cortez Municipal Airport?,KCEZ
What is the ICAO code for Mutare Airport?,FVMU
What is the ICAO code for Taiz International Airport?,OYTZ
What is the ICAO code for Puerto Rico Airport?,SLPR
What is the ICAO code for Perryville Airport?,PAPE
What is the ICAO code for Mandinga Airport?,SKCD
What is the ICAO code for Teslin Airport?,CYZW
What is the ICAO code for CFB Comox?,CYQQ
What is the ICAO code for JAGS McCartney International Airport?,MBGT
What is the ICAO code for Nepalgunj Airport?,VNNG
What is the ICAO code for Piedmont Triad International Airport?,KGSO
What is the ICAO code for Kikai Airport?,RJKI
What is the ICAO code for Ust-Nera Airport?,UEMT
What is the ICAO code for Mongu Airport?,FLMG
What is the ICAO code for Cazombo Airport?,FNCZ
What is the ICAO code for Yiwu Airport?,ZSYW
What is the ICAO code for Pukatawagan Airport?,CZFG
What is the ICAO code for Dirranbandi Airport?,YDBI
What is the ICAO code for Nioki Airport?,FZBI
What is the ICAO code for Eveleth-Virginia Municipal Airport?,KEVM
What is the ICAO code for Tarbes–Lourdes–Pyrénées Airport?,LFBT
What is the ICAO code for Hakkari Yüksekova Airport?,LTCW
What is the ICAO code for Niagara Falls International Airport?,KIAG
What is the ICAO code for Bucholz Army Airfield?,PKWA
What is the ICAO code for Chongqing Wushan Airport?,ZUWS
What is the ICAO code for Tengah Air Base?,WSAT
What is the ICAO code for Cerro Moreno International Airport?,SCFA
What is the ICAO code for Union Glacier Blue-Ice Runway?,SCGC
What is the ICAO code for La Aurora International Airport?,MGGT
What is the ICAO code for Albert Whitted Airport?,KSPG
What is the ICAO code for Ituberá Airport?,SNZW
What is the ICAO code for George Airport?,FAGG
What is the ICAO code for Lüderitz Airport?,FYLZ
What is the ICAO code for Prince Rupert Airport?,CYPR
What is the ICAO code for Ioannina National Airport?,LGIO
What is the ICAO code for Morlaix – Ploujean Airport?,LFRU
What is the ICAO code for Tatalina LRRS Airport?,PATL
What is the ICAO code for Kapanda Airport?,FNCP
What is the ICAO code for Presidencia Roque Sáenz Peña Airport?,SARS
What is the ICAO code for Maputo International Airport?,FQMA
What is the ICAO code for Montrose Regional Airport?,KMTJ
What is the ICAO code for Steung Treng Airport?,VDST
What is the ICAO code for Fatmawati Soekarno Airport?,WIPL
What is the ICAO code for Doctor Fernando Piragine Niveyro International Airport?,SARC
What is the ICAO code for Maués Airport?,SWMW
What is the ICAO code for Thorshofn Airport?,BITN
What is the ICAO code for Gatokae Aerodrome?,AGOK
What is the ICAO code for Kuusamo Airport?,EFKS
What is the ICAO code for Kamina Airport?,AYKD
What is the ICAO code for Magdeburg–Cochstedt Airport?,EDBC
What is the ICAO code for Manihiki Island Airport?,NCMH
What is the ICAO code for Greater Portsmouth Regional Airport?,KPMH
What is the ICAO code for H. Asan Airport?,WAOS
What is the ICAO code for General Servando Canales International Airport?,MMMA
What is the ICAO code for Jinchang Jinchuan Airport?,ZLJC
What is the ICAO code for Jamestown Regional Airport?,KJMS
What is the ICAO code for David Wayne Hooks Memorial Airport?,KDWH
What is the ICAO code for Waterford Airport?,EIWF
What is the ICAO code for Manchester–Boston Regional Airport?,KMHT
What is the ICAO code for Atyrau Airport?,UATG
What is the ICAO code for Edson Airport?,CYET
What is the ICAO code for Bitburg Airport?,EDRB
What is the ICAO code for Waspam Airport?,MNWP
What is the ICAO code for Kasabonika Airport?,CYAQ
What is the ICAO code for Tommanggong Airport?,WBKM
What is the ICAO code for Millicent Airport?,YMCT
What is the ICAO code for Columbia Gorge Regional Airport?,KDLS
What is the ICAO code for Luena Airport?,FNUE
What is the ICAO code for Hwange Town Airport?,FVWT
What is the ICAO code for Maurice Bishop International Airport?,TGPY
What is the ICAO code for Dalton Municipal Airport?,KDNN
What is the ICAO code for Aitutaki Airport?,NCAI
What is the ICAO code for Quetta International Airport?,OPQT
What is the ICAO code for Billy Bishop Regional Airport?,CYOS
What is the ICAO code for Cape Girardeau Regional Airport?,KCGI
What is the ICAO code for Læsø Airport?,EKLS
What is the ICAO code for Repulse Bay Airport?,CYUT
What is the ICAO code for Qiqihar Sanjiazi Airport?,ZYQQ
What is the ICAO code for Cochrane Aerodrome?,CYCN
What is the ICAO code for Pärnu Airport?,EEPU
What is the ICAO code for Meucon Airport?,LFRV
What is the ICAO code for Grant County International Airport?,KMWH
What is the ICAO code for Hachijojima Airport?,RJTH
What is the ICAO code for John Murtha Johnstown–Cambria County Airport?,KJST
What is the ICAO code for Kabul International Airport?,OAKB
What is the ICAO code for Lone Star Executive Airport?,KCXO
What is the ICAO code for MBS International Airport?,KMBS
What is the ICAO code for Captain Rogelio Castillo National Airport?,MMCY
What is the ICAO code for Port Lions Airport?,KORI
What is the ICAO code for Atuona Airport?,NTMN
What is the ICAO code for Barcelos Airport?,SWBC
What is the ICAO code for Juvenal Loureiro Cardoso Airport?,SSPB
What is the ICAO code for Zalingei Airport?,HSZA
What is the ICAO code for Sibisa Airport?,WIMP
What is the ICAO code for Ondangwa Airport?,FYOA
What is the ICAO code for Seville Airport?,LEZL
What is the ICAO code for Namlea Airport?,WAPR
What is the ICAO code for Mossendjo Airport?,FCMM
What is the ICAO code for Chadron Municipal Airport?,KCDR
"What is the ICAO code for Rørvik Airport, Ryum?",ENRM
What is the ICAO code for Hindon Airport?,VIDX
What is the ICAO code for McEntire Joint National Guard Base?,KMMT
What is the ICAO code for Kenitra Air Base?,GMMY
What is the ICAO code for Davison Army Airfield?,KDAA
What is the ICAO code for La Florida Airport?,SCSE
What is the ICAO code for Phifer Airfield?,KEAN
What is the ICAO code for Treinta y Tres Airport?,SUTR
What is the ICAO code for Porterville Municipal Airport?,KPTV
What is the ICAO code for Long Sukang Airport?,WBGU
What is the ICAO code for Akure Airport?,DNAK
What is the ICAO code for DuPage Airport?,KDPA
What is the ICAO code for Eindhoven Airport?,EHEH
What is the ICAO code for Coimbra Airport?,LPCO
What is the ICAO code for Pittsburgh International Airport?,KPIT
What is the ICAO code for Gibb River Airport?,YGIB
What is the ICAO code for Ibaraki Airport?,RJAH
What is the ICAO code for Cap. FAP Pedro Canga Rodríguez Airport?,SPME
What is the ICAO code for Dinwiddie County Airport?,KPTB
What is the ICAO code for Fort Frances Municipal Airport?,CYAG
What is the ICAO code for Cozumel International Airport?,MMCZ
What is the ICAO code for Sde Dov Airport?,LLSD
What is the ICAO code for US Naval Station Rota?,LERT
What is the ICAO code for Bacha Khan International Airport?,OPPS
What is the ICAO code for St. Thomas Municipal Airport?,CYQS
What is the ICAO code for Capital City Airport?,KCXY
What is the ICAO code for Hewanorra International Airport?,TLPL
What is the ICAO code for Pweto Airport?,FZQC
What is the ICAO code for Palm Beach International Airport?,KPBI
What is the ICAO code for Tarbela Dam Airport?,OPTA
What is the ICAO code for Odate–Noshiro Airport?,RJSR
What is the ICAO code for Lakefield Airport?,YLFD
What is the ICAO code for Trabzon Airport?,LTCG
What is the ICAO code for Warsaw Modlin Airport?,EPMO
What is the ICAO code for Offutt Air Force Base?,KOFF
What is the ICAO code for Yeelirrie Airport?,YYLR
What is the ICAO code for Pembroke Airport?,CYTA
What is the ICAO code for Mukomuko Airport?,WIPU
What is the ICAO code for Ernesto Cortissoz International Airport?,SKBQ
What is the ICAO code for Wichita Dwight D. Eisenhower National Airport?,KICT
What is the ICAO code for Nha Trang Air Base?,VVNT
What is the ICAO code for Antrim County Airport?,KACB
What is the ICAO code for Dongsha Island Airport?,RCLM
What is the ICAO code for Slave Lake Airport?,CYZH
What is the ICAO code for Neumünster Airport?,EDHN
What is the ICAO code for Leknes Airport?,ENLK
What is the ICAO code for Kos Island International Airport?,LGKO
What is the ICAO code for Stephens County Airport?,KBKD
What is the ICAO code for Riyan Airport?,OYRN
What is the ICAO code for Rickenbacker International Airport?,KLCK
What is the ICAO code for Bozoum Airport?,FEGZ
What is the ICAO code for Deir ez-Zor Airport?,OSDZ
What is the ICAO code for Ithaca Tompkins Regional Airport?,KITH
What is the ICAO code for Yandina Airport?,AGGY
What is the ICAO code for La Romana International Airport?,MDLR
What is the ICAO code for Westfield-Barnes Regional Airport?,KBAF
What is the ICAO code for Port Macquarie Airport?,YPMQ
What is the ICAO code for Santa Rosa International Airport?,SERO
What is the ICAO code for Jacksonville Municipal Airport?,KIJX
What is the ICAO code for O. R. Tambo International Airport?,FAOR
What is the ICAO code for Burns Municipal Airport?,KBNO
What is the ICAO code for Dong Hoi Airport?,VVDH
What is the ICAO code for Aiome Airport?,AYAO
What is the ICAO code for Decorah Municipal Airport?,KDEH
What is the ICAO code for Pond Inlet Airport?,CYIO
What is the ICAO code for Máximo Gómez Airport?,MUCA
What is the ICAO code for Edward River Airport?,YPMP
What is the ICAO code for Brno-Tuřany Airport?,LKTB
What is the ICAO code for Jacksonville International Airport?,KJAX
What is the ICAO code for Desert Rock Airport?,KDRA
What is the ICAO code for Captain Ramon Xatruch Airport?,MPLP
What is the ICAO code for Rebun Airport?,RJCR
What is the ICAO code for Rechlin–Lärz Airfield?,EDAX
What is the ICAO code for Lhok Sukon Airport?,WITL
What is the ICAO code for Satu Mare International Airport?,LRSM
What is the ICAO code for Jacareacanga Airport?,SBEK
What is the ICAO code for Mocopulli Airport?,SCPQ
What is the ICAO code for Chiayi Airport?,RCKU
What is the ICAO code for King Shaka International Airport?,FALE
What is the ICAO code for Chetwynd Airport?,CYCQ
What is the ICAO code for Benin Airport?,DNBE
What is the ICAO code for Gascoyne Junction Airport?,YGSC
What is the ICAO code for Komsomolsk-on-Amur Airport?,UHKK
What is the ICAO code for Guardiamarina Zañartu Airport?,SCGZ
What is the ICAO code for Francisco Carle Airport?,SPJJ
What is the ICAO code for Fes–Saïss Airport?,GMFF
What is the ICAO code for Kunovice Airport?,LKKU
What is the ICAO code for Cincinnati Municipal Airport?,KLUK
What is the ICAO code for Labasa Airport?,NFNL
What is the ICAO code for Charlo Airport?,CYCL
What is the ICAO code for Thargomindah Airport?,YTGM
What is the ICAO code for Thakurgaon Airport?,VGSG
What is the ICAO code for Gangaw Airport?,VYGG
What is the ICAO code for Oyem Airport?,FOGO
What is the ICAO code for Zabol Airport?,OIZB
What is the ICAO code for Stroud Municipal Airport?,KSUD
What is the ICAO code for Mbandaka Airport?,FZEA
What is the ICAO code for Jonesboro Municipal Airport?,KJBR
What is the ICAO code for El Caraño Airport?,SKUI
What is the ICAO code for Nnamdi Azikiwe International Airport?,DNAA
What is the ICAO code for Gordon Municipal Airport?,KGRN
What is the ICAO code for Palmar Sur Airport?,MRPM
What is the ICAO code for Lemnos International Airport?,LGLM
What is the ICAO code for Oxnard Airport?,KOXR
What is the ICAO code for Phitsanulok Airport?,VTPP
What is the ICAO code for Esperadinha Airport?,GVBR
What is the ICAO code for Dala Airport?,ESSD
What is the ICAO code for Djúpivogur Airport?,BIDV
"What is the ICAO code for Brønnøysund Airport, Brønnøy?",ENBN
What is the ICAO code for Örnsköldsvik Airport?,ESNO
What is the ICAO code for Nottingham Airport?,EGBN
What is the ICAO code for Magic Valley Regional Airport?,KTWF
What is the ICAO code for Kongiganak Airport?,PADY
What is the ICAO code for Washabo Airport?,SMWS
What is the ICAO code for Sherman Army Airfield?,KFLV
What is the ICAO code for Tivat Airport?,LYTV
What is the ICAO code for Quzhou Airport?,ZSJU
What is the ICAO code for Nova Xavantina Airport?,SWXV
What is the ICAO code for Daocheng Yading Airport?,ZUDC
What is the ICAO code for Coober Pedy Airport?,YCBP
What is the ICAO code for Chipinge Airport?,FVCH
What is the ICAO code for Kailashahar Airport?,VEKR
What is the ICAO code for Les Sables-d'Olonne – Talmont Airport?,LFOO
What is the ICAO code for Osijek Airport?,LDOS
What is the ICAO code for Timimoun Airport?,DAUT
What is the ICAO code for Buchanan Field Airport?,KCCR
What is the ICAO code for Lleida–Alguaire Airport?,LEDA
What is the ICAO code for Camp Bastion Air Base?,OAZI
What is the ICAO code for North Central State Airport?,KSFZ
What is the ICAO code for Mitiga International Airport?,HLLM
What is the ICAO code for Pau Pyrénées Airport?,LFBP
What is the ICAO code for Adampur Airport?,VIAX
What is the ICAO code for Zhigansk Airport?,UEVV
What is the ICAO code for Gaylord Regional Airport?,KGLR
What is the ICAO code for Tuzla International Airport?,LQTZ
What is the ICAO code for Johan Adolf Pengel International Airport?,SMJP
What is the ICAO code for Nantes Atlantique Airport?,LFRS
What is the ICAO code for Sainte Marie Airport?,FMMS
What is the ICAO code for Ellsworth Air Force Base?,KRCA
What is the ICAO code for Mitzic Airport?,FOOM
What is the ICAO code for Beloretsk Airport?,UWUB
What is the ICAO code for Frederick Regional Airport?,KFDR
What is the ICAO code for Bantry Aerodrome?,EIBN
What is the ICAO code for Omsk Tsentralny Airport?,UNOO
What is the ICAO code for Antsalova Airport?,FMMG
What is the ICAO code for Narita International Airport?,RJAA
What is the ICAO code for Gurupi Airport?,SWGI
What is the ICAO code for Shakawe Airport?,FBSW
What is the ICAO code for Yagoua Airport?,FKKJ
What is the ICAO code for Vadsø Airport?,ENVD
What is the ICAO code for Oscoda–Wurtsmith Airport?,KOSC
What is the ICAO code for Lyndhurst Airport?,YLHS
What is the ICAO code for Moanamani Airport?,WABD
What is the ICAO code for Beatty Airport?,KBTY
What is the ICAO code for Urgench International Airport?,UTNU
What is the ICAO code for Yichang Sanxia Airport?,ZHYC
What is the ICAO code for Musoma Airport?,HTMU
What is the ICAO code for Jorge Enrique González Torres Airport?,SKSJ
What is the ICAO code for Madrid–Torrejón Airport?,LETO
What is the ICAO code for Madurai Airport?,VOMD
What is the ICAO code for Ahuas Airport?,MHAH
What is the ICAO code for Amgu Airport?,UHTG
What is the ICAO code for Malekoula Airport?,NVSL
What is the ICAO code for Puerto Barrios Airport?,MGPB
What is the ICAO code for Port St. Johns Airport?,FAPJ
What is the ICAO code for Joinville-Lauro Carneiro de Loyola Airport?,SBJV
What is the ICAO code for Key Lake Airport?,CYKJ
What is the ICAO code for United States Air Force Academy Airfield?,KAFF
What is the ICAO code for Málaga Airport?,LEMG
What is the ICAO code for Dobo Airport?,WAPD
What is the ICAO code for Shakhtyorsk Airport?,UHSK
What is the ICAO code for Afyon Airport?,LTAH
What is the ICAO code for José Galera dos Santos Airport?,SBTK
What is the ICAO code for Phetchabun Airport?,VTPB
What is the ICAO code for N'zeto Airport?,FNZE
What is the ICAO code for Nissan Island Airport?,AYIA
What is the ICAO code for Sikeston Memorial Municipal Airport?,KSIK
What is the ICAO code for Raivavae Airport?,NTAV
What is the ICAO code for Serafin Enoss Bertaso Airport?,SBCH
What is the ICAO code for Evelio Javier Airport?,RPVS
What is the ICAO code for Sahiwal Airport?,OPSW
What is the ICAO code for Paris–Le Bourget Airport?,LFPB
What is the ICAO code for Suki Airport?,AYSU
What is the ICAO code for Maya-Maya Airport?,FCBB
What is the ICAO code for Wallal Airport?,YWAL
What is the ICAO code for Jorhat Airport?,VEJT
What is the ICAO code for Turpan Jiaohe Airport?,ZWTP
What is the ICAO code for San Juan de Marcona Airport?,SPJN
What is the ICAO code for Albano Machado Airport?,FNHU
What is the ICAO code for Grantley Adams International Airport?,TBPB
What is the ICAO code for Samsun-Çarşamba Airport?,LTFH
What is the ICAO code for Techo International Airport?,VDTI
What is the ICAO code for Montgomery County Airpark?,KGAI
What is the ICAO code for Qaarsut Airport?,BGUQ
What is the ICAO code for Mount Isa Airport?,YBMA
What is the ICAO code for Niue International Airport?,NIUE
What is the ICAO code for Umiat Airport?,PAUM
What is the ICAO code for Mui Airport?,HAMR
What is the ICAO code for Subic Bay International Airport?,RPLB
What is the ICAO code for Pakuba Airfield?,HUPA
What is the ICAO code for Margaret River Airport?,YMGT
What is the ICAO code for Garden Point Airport?,YGPT
What is the ICAO code for Sibulan Airport?,RPVD
What is the ICAO code for El Loa Airport?,SCCF
What is the ICAO code for Fianarantsoa Airport?,FMSF
What is the ICAO code for Pensacola International Airport?,KPNS
What is the ICAO code for Assis Airport?,SNAX
What is the ICAO code for Winter Haven's Gilbert Airport?,KGIF
What is the ICAO code for Frankfurt Airport?,EDDF
What is the ICAO code for Brainerd Lakes Regional Airport?,KBRD
What is the ICAO code for San Luis Obispo County Regional Airport?,KSBP
What is the ICAO code for Baytown Airport?,KHPY
What is the ICAO code for Broadford Airfield?,EGEI
What is the ICAO code for Malden Regional Airport?,KMAW
What is the ICAO code for Bakel Airport?,GOTB
What is the ICAO code for Cuyahoga County Airport?,KCGF
What is the ICAO code for Whitegrass Airport?,NVVW
What is the ICAO code for Hope Aerodrome?,CYHE
What is the ICAO code for Kilkenny Airport?,EIKK
What is the ICAO code for Chichester/Goodwood Airport?,EGHR
What is the ICAO code for Kastellorizo Island Public Airport?,LGKJ
What is the ICAO code for Hunt Field?,KLND
What is the ICAO code for First Flight Airport?,KFFA
What is the ICAO code for Delissaville Airport?,YDLV
What is the ICAO code for Ainsworth Regional Airport?,KANW
What is the ICAO code for Robert  Curtis Memorial Airport?,PFNO
What is the ICAO code for Makemo Airport?,NTGM
What is the ICAO code for Waiheke Island Aerodrome?,NZKE
What is the ICAO code for Yarmouth Airport?,CYQI
What is the ICAO code for Poplar Hill Airport?,CYHP
What is the ICAO code for Kyzyl Airport?,UNKY
What is the ICAO code for Guadalajara International Airport?,MMGL
What is the ICAO code for Otjiwarongo Airport?,FYOW
What is the ICAO code for Mont-Joli Airport?,CYYY
What is the ICAO code for Nemiscau Airport?,CYHH
What is the ICAO code for Tabora Airport?,HTTB
What is the ICAO code for El Porvenir Airport?,MPVR
What is the ICAO code for Luzhou Yunlong Airport?,ZULZ
What is the ICAO code for Klamath Falls Airport?,KLMT
What is the ICAO code for Jask Airport?,OIZJ
What is the ICAO code for Agra Airport?,VIAG
What is the ICAO code for Wanigela Airport?,AYWG
What is the ICAO code for Vung Tau Airport?,VVVT
What is the ICAO code for Napa County Airport?,KAPC
What is the ICAO code for Pu'er Simao Airport?,ZPSM
What is the ICAO code for Gambela Airport?,HAGM
What is the ICAO code for Jalalabad Airport?,OAJL
What is the ICAO code for Sanfebagar Airport?,VNSR
"What is the ICAO code for Tromsø Airport, Langnes?",ENTC
What is the ICAO code for San Isidro de El General Airport?,MRSI
What is the ICAO code for Athens Ben Epps Airport?,KAHN
What is the ICAO code for Wheeler Army Airfield?,PHHI
What is the ICAO code for Göteborg Landvetter Airport?,ESGG
What is the ICAO code for Tibú Airport?,SKTB
What is the ICAO code for Baoshan Yunduan Airport?,ZPBS
What is the ICAO code for Ashgabat International Airport?,UTAA
What is the ICAO code for Fayzabad Airport?,OAFZ
What is the ICAO code for Bol-Bérim Airport?,FTTL
What is the ICAO code for Kalaeloa Airport?,PHJR
What is the ICAO code for Yokangassi Airport?,FCBY
What is the ICAO code for Resolute Bay Airport?,CYRB
What is the ICAO code for Greater Rochester International Airport?,KROC
What is the ICAO code for Salluit Airport?,CYZG
What is the ICAO code for Eugene Airport?,KEUG
What is the ICAO code for Palmer Municipal Airport?,PAAQ
What is the ICAO code for Pendopo Airport?,WIPQ
What is the ICAO code for Con Dao Airport?,VVCS
What is the ICAO code for Trollhättan–Vänersborg Airport?,ESGT
What is the ICAO code for Oiapoque Airport?,SBOI
What is the ICAO code for Albany International Airport?,KALB
What is the ICAO code for Jasper County Airport?,KJAS
What is the ICAO code for Trivandrum International Airport?,VOTV
What is the ICAO code for Toamasina Airport?,FMMT
What is the ICAO code for Hudson Bay Airport?,CYHB
What is the ICAO code for Eareckson Air Station?,PASY
What is the ICAO code for Garaina Airport?,AYGI
What is the ICAO code for Shively Field?,KSAA
What is the ICAO code for South Naknek Airport?,PFWS
What is the ICAO code for Manuel Crescencio Rejón International Airport?,MMMD
What is the ICAO code for Dama Airport?,NFNU
What is the ICAO code for Alliance Municipal Airport?,KAIA
What is the ICAO code for Nueva Guinea Airport?,MNNG
What is the ICAO code for Karara Airport?,YKAR
What is the ICAO code for Edwards Air Force Base?,KEDW
What is the ICAO code for Kuching International Airport?,WBGG
What is the ICAO code for Pituffik Space Base?,BGTL
What is the ICAO code for Abu Simbel Airport?,HEBL
What is the ICAO code for Pangkor Airport?,WMPA
What is the ICAO code for Tebelian Airport?,WIOS
What is the ICAO code for Exmouth Airport?,YEXM
What is the ICAO code for Cadjehoun Airport?,DBBB
What is the ICAO code for Yilan Airport?,ZYYL
What is the ICAO code for Wad Medani Airport?,HSWD
What is the ICAO code for NAS Patuxent River?,KNHK
What is the ICAO code for Kasane Airport?,FBKE
What is the ICAO code for Ayers Rock Airport?,YAYE
What is the ICAO code for Bamu Airport?,AYBF
What is the ICAO code for Warracknabeal Airport?,YWKB
What is the ICAO code for Manuel Carlos Piar Guayana Airport?,SVPR
What is the ICAO code for Hector International Airport?,KFAR
What is the ICAO code for Northern Peninsula Airport?,YNPE
What is the ICAO code for Gregorio Luperón International Airport?,MDPP
What is the ICAO code for Oudomsay Airport?,VLOS
What is the ICAO code for Yotvata Airfield?,LLYT
What is the ICAO code for Worcester Regional Airport?,KORH
What is the ICAO code for Kauhava Airfield?,EFKA
What is the ICAO code for Urgun Airport?,OAOG
